wavelength,Corolla_Lobe,Corolla_Tube,Leaves
696.18,27.125 ,17.108 ,3.338 
696.36,27.251 ,17.298 ,3.451 
696.55,27.379 ,17.489 ,3.566 
696.73,27.507 ,17.682 ,3.684 
696.92,27.635 ,17.877 ,3.803 
697.11,27.763 ,18.074 ,3.925 
697.29,27.893 ,18.272 ,4.048 
697.48,28.022 ,18.472 ,4.174 
697.66,28.153 ,18.673 ,4.301 
697.85,28.283 ,18.876 ,4.431 
698.03,28.415 ,19.081 ,4.562 
698.22,28.546 ,19.288 ,4.696 
698.4,28.679 ,19.496 ,4.831 
698.59,28.812 ,19.707 ,4.969 
698.77,28.945 ,19.918 ,5.108 
698.96,29.080 ,20.132 ,5.249 
699.14,29.214 ,20.347 ,5.392 
699.33,29.350 ,20.564 ,5.537 
699.51,29.486 ,20.783 ,5.684 
699.7,29.623 ,21.004 ,5.833 
699.88,29.760 ,21.226 ,5.984 
700.07,29.898 ,21.450 ,6.136 
700.25,30.037 ,21.676 ,6.290 
700.44,30.176 ,21.904 ,6.446 
700.62,30.317 ,22.133 ,6.604 
700.81,30.458 ,22.364 ,6.764 
700.99,30.599 ,22.597 ,6.925 
